model,name,guid,overridemat,overrideviewmat,icon,localizedStringID,productionLevel
mp_pants_f_14a_p,pants8_7,0x640E009,m/mtl_mp_pants_14punk,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_7,
mp_pants_f_15a_k,pants8_1,0x6402009,m/mtl_mp_pants_13l,none,s1_cao_image_pants_14a_1,LOOT_NIGERIAN_ARMY_PANTS_1,
mp_pants_f_15a_k,pants8_2,0x6404009,m/mtl_mp_pants_14j,none,s1_cao_image_pants_14a_2,LOOT_NIGERIAN_ARMY_PANTS_2,
mp_pants_f_15a_k,pants8_3,0x6406009,m/mtl_mp_pants_14d,none,s1_cao_image_pants_14a_3,LOOT_NIGERIAN_ARMY_PANTS_3,
mp_pants_f_15a_k,pants8_4,0x6408009,m/mtl_mp_pants_14r_p,none,s1_cao_image_pants_14a_4,LOOT_NIGERIAN_ARMY_PANTS_4,
mp_pants_f_15a_k,pants8_5,0x640A009,m/mtl_mp_pants_14tra,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_5,
mp_pants_f_15a_k,pants8_6,0x640C009,m/mtl_mp_pants_14shg,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_6,
mp_pants_f_15a_k,pants8_7,0x640E009,m/mtl_mp_pants_14punk,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_7,
mp_pants_m_13a_s,pants8_1,0x6402009,m/mtl_mp_pants_13l,none,s1_cao_image_pants_14a_1,LOOT_NIGERIAN_ARMY_PANTS_1,
mp_pants_m_13a_s,pants8_2,0x6404009,m/mtl_mp_pants_14j,none,s1_cao_image_pants_14a_2,LOOT_NIGERIAN_ARMY_PANTS_2,
mp_pants_m_13a_s,pants8_3,0x6406009,m/mtl_mp_pants_14d,none,s1_cao_image_pants_14a_3,LOOT_NIGERIAN_ARMY_PANTS_3,
mp_pants_m_13a_s,pants8_4,0x6408009,m/mtl_mp_pants_14r_p,none,s1_cao_image_pants_14a_4,LOOT_NIGERIAN_ARMY_PANTS_4,
mp_pants_m_13a_s,pants8_5,0x640A009,m/mtl_mp_pants_14tra,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_5,
mp_pants_m_13a_s,pants8_6,0x640C009,m/mtl_mp_pants_14shg,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_6,
mp_pants_m_13a_s,pants8_7,0x640E009,m/mtl_mp_pants_14punk,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_7,
mp_pants_m_14a_p,pants8_1,0x6402009,m/mtl_mp_pants_13l,none,s1_cao_image_pants_14a_1,LOOT_NIGERIAN_ARMY_PANTS_1,
mp_pants_m_14a_p,pants8_2,0x6404009,m/mtl_mp_pants_14j,none,s1_cao_image_pants_14a_2,LOOT_NIGERIAN_ARMY_PANTS_2,
mp_pants_m_14a_p,pants8_3,0x6406009,m/mtl_mp_pants_14d,none,s1_cao_image_pants_14a_3,LOOT_NIGERIAN_ARMY_PANTS_3,
mp_pants_m_14a_p,pants8_4,0x6408009,m/mtl_mp_pants_14r_p,none,s1_cao_image_pants_14a_4,LOOT_NIGERIAN_ARMY_PANTS_4,
mp_pants_m_14a_p,pants8_5,0x640A009,m/mtl_mp_pants_14tra,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_5,
mp_pants_m_14a_p,pants8_6,0x640C009,m/mtl_mp_pants_14shg,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_6,
mp_pants_m_14a_p,pants8_7,0x640E009,m/mtl_mp_pants_14punk,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_7,
mp_pants_m_15a_k,pants8_1,0x6402009,m/mtl_mp_pants_13l,none,s1_cao_image_pants_14a_1,LOOT_NIGERIAN_ARMY_PANTS_1,
mp_pants_m_15a_k,pants8_2,0x6404009,m/mtl_mp_pants_14j,none,s1_cao_image_pants_14a_2,LOOT_NIGERIAN_ARMY_PANTS_2,
mp_pants_m_15a_k,pants8_3,0x6406009,m/mtl_mp_pants_14d,none,s1_cao_image_pants_14a_3,LOOT_NIGERIAN_ARMY_PANTS_3,
mp_pants_m_15a_k,pants8_4,0x6408009,m/mtl_mp_pants_14r_p,none,s1_cao_image_pants_14a_4,LOOT_NIGERIAN_ARMY_PANTS_4,
mp_pants_m_15a_k,pants8_5,0x640A009,m/mtl_mp_pants_14tra,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_5,
mp_pants_m_15a_k,pants8_6,0x640C009,m/mtl_mp_pants_14shg,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_6,
mp_pants_m_15a_k,pants8_7,0x640E009,m/mtl_mp_pants_14punk,none,s1_cao_image_pending,LOOT_NIGERIAN_ARMY_PANTS_7,
mp_pants_f_04a_s,pants3_1,0x640200C,m/mtl_mp_pants_04b_s,none,s1_cao_image_pants_08_1,LOOT_SENTINEL_PANTS_1,
mp_pants_f_04a_s,pants3_2,0x640400C,m/mtl_mp_pants_04c_s,none,s1_cao_image_pants_08_2,LOOT_SENTINEL_PANTS_2,
mp_pants_f_04a_s,pants3_3,0x640600C,m/mtl_mp_pants_04d_s,none,s1_cao_image_pants_08_3,LOOT_SENTINEL_PANTS_3,
mp_pants_f_04a_s,pants3_4,0x640800C,m/mtl_mp_pants_04h_s,none,s1_cao_image_pants_08_4,LOOT_SENTINEL_PANTS_4,
mp_pants_f_04a_s,pants3_5,0x640A00C,m/mtl_mp_pants_04l_s,none,s1_cao_image_pants_08_5,LOOT_SENTINEL_PANTS_5,
mp_pants_f_08a_p,pants3_1,0x640200C,m/mtl_mp_pants_04b_s,none,s1_cao_image_pants_08_1,LOOT_SENTINEL_PANTS_1,
mp_pants_f_08a_p,pants3_2,0x640400C,m/mtl_mp_pants_04c_s,none,s1_cao_image_pants_08_2,LOOT_SENTINEL_PANTS_2,
mp_pants_f_08a_p,pants3_3,0x640600C,m/mtl_mp_pants_04d_s,none,s1_cao_image_pants_08_3,LOOT_SENTINEL_PANTS_3,
mp_pants_f_08a_p,pants3_4,0x640800C,m/mtl_mp_pants_04h_s,none,s1_cao_image_pants_08_4,LOOT_SENTINEL_PANTS_4,
mp_pants_f_08a_p,pants3_5,0x640A00C,m/mtl_mp_pants_04l_s,none,s1_cao_image_pants_08_5,LOOT_SENTINEL_PANTS_5,
mp_pants_f_09a_k,pants3_1,0x640200C,m/mtl_mp_pants_04b_s,none,s1_cao_image_pants_08_1,LOOT_SENTINEL_PANTS_1,
mp_pants_f_09a_k,pants3_2,0x640400C,m/mtl_mp_pants_04c_s,none,s1_cao_image_pants_08_2,LOOT_SENTINEL_PANTS_2,
mp_pants_f_09a_k,pants3_3,0x640600C,m/mtl_mp_pants_04d_s,none,s1_cao_image_pants_08_3,LOOT_SENTINEL_PANTS_3,
mp_pants_f_09a_k,pants3_4,0x640800C,m/mtl_mp_pants_04h_s,none,s1_cao_image_pants_08_4,LOOT_SENTINEL_PANTS_4,
mp_pants_f_09a_k,pants3_5,0x640A00C,m/mtl_mp_pants_04l_s,none,s1_cao_image_pants_08_5,LOOT_SENTINEL_PANTS_5,
mp_pants_m_04a_s,pants3_1,0x640200C,m/mtl_mp_pants_04b_s,none,s1_cao_image_pants_08_1,LOOT_SENTINEL_PANTS_1,
mp_pants_m_04a_s,pants3_2,0x640400C,m/mtl_mp_pants_04c_s,none,s1_cao_image_pants_08_2,LOOT_SENTINEL_PANTS_2,
mp_pants_m_04a_s,pants3_3,0x640600C,m/mtl_mp_pants_04d_s,none,s1_cao_image_pants_08_3,LOOT_SENTINEL_PANTS_3,
mp_pants_m_04a_s,pants3_4,0x640800C,m/mtl_mp_pants_04h_s,none,s1_cao_image_pants_08_4,LOOT_SENTINEL_PANTS_4,
mp_pants_m_04a_s,pants3_5,0x640A00C,m/mtl_mp_pants_04l_s,none,s1_cao_image_pants_08_5,LOOT_SENTINEL_PANTS_5,
mp_pants_m_08a_p,pants3_1,0x640200C,m/mtl_mp_pants_04b_s,none,s1_cao_image_pants_08_1,LOOT_SENTINEL_PANTS_1,
mp_pants_m_08a_p,pants3_2,0x640400C,m/mtl_mp_pants_04c_s,none,s1_cao_image_pants_08_2,LOOT_SENTINEL_PANTS_2,
mp_pants_m_08a_p,pants3_3,0x640600C,m/mtl_mp_pants_04d_s,none,s1_cao_image_pants_08_3,LOOT_SENTINEL_PANTS_3,
mp_pants_m_08a_p,pants3_4,0x640800C,m/mtl_mp_pants_04h_s,none,s1_cao_image_pants_08_4,LOOT_SENTINEL_PANTS_4,
mp_pants_m_08a_p,pants3_5,0x640A00C,m/mtl_mp_pants_04l_s,none,s1_cao_image_pants_08_5,LOOT_SENTINEL_PANTS_5,
mp_pants_m_09a_k,pants3_1,0x640200C,m/mtl_mp_pants_04b_s,none,s1_cao_image_pants_08_1,LOOT_SENTINEL_PANTS_1,
mp_pants_m_09a_k,pants3_2,0x640400C,m/mtl_mp_pants_04c_s,none,s1_cao_image_pants_08_2,LOOT_SENTINEL_PANTS_2,
mp_pants_m_09a_k,pants3_3,0x640600C,m/mtl_mp_pants_04d_s,none,s1_cao_image_pants_08_3,LOOT_SENTINEL_PANTS_3,
mp_pants_m_09a_k,pants3_4,0x640800C,m/mtl_mp_pants_04h_s,none,s1_cao_image_pants_08_4,LOOT_SENTINEL_PANTS_4,
mp_pants_m_09a_k,pants3_5,0x640A00C,m/mtl_mp_pants_04l_s,none,s1_cao_image_pants_08_5,LOOT_SENTINEL_PANTS_5,
mp_pants_f_10a_s,pants4_1,0x640200D,m/mtl_mp_pants_10j,none,s1_cao_image_pants_11_1,LOOT_ATLAS_PANTS_1,
mp_pants_f_10a_s,pants4_2,0x640400D,m/mtl_mp_pants_10n_s,none,s1_cao_image_pants_11_2,LOOT_ATLAS_PANTS_2,
mp_pants_f_10a_s,pants4_3,0x640600D,m/mtl_mp_pants_10m_s,none,s1_cao_image_pants_11_3,LOOT_ATLAS_PANTS_3,
mp_pants_f_10a_s,pants4_4,0x640A00D,m/mtl_mp_pants_10c,none,s1_cao_image_pants_11_4,LOOT_ATLAS_PANTS_4,
mp_pants_f_10a_s,pants4_5,0x640C00D,m/mtl_mp_pants_10s,none,s1_cao_image_pants_11_5,LOOT_ATLAS_PANTS_5,
mp_pants_f_10a_s,pants4_6,0x640E00D,m/mtl_mp_pants_10z,none,s1_cao_image_pants_11_6,LOOT_ATLAS_PANTS_6,
mp_pants_f_11a_p,pants4_1,0x640200D,m/mtl_mp_pants_10j,none,s1_cao_image_pants_11_1,LOOT_ATLAS_PANTS_1,
mp_pants_f_11a_p,pants4_2,0x640400D,m/mtl_mp_pants_10n_s,none,s1_cao_image_pants_11_2,LOOT_ATLAS_PANTS_2,
mp_pants_f_11a_p,pants4_3,0x640600D,m/mtl_mp_pants_10m_s,none,s1_cao_image_pants_11_3,LOOT_ATLAS_PANTS_3,
mp_pants_f_11a_p,pants4_4,0x640A00D,m/mtl_mp_pants_10c,none,s1_cao_image_pants_11_5,LOOT_ATLAS_PANTS_5,
mp_pants_f_11a_p,pants4_5,0x640C00D,m/mtl_mp_pants_10s,none,s1_cao_image_pants_11_6,LOOT_ATLAS_PANTS_6,
mp_pants_f_11a_p,pants4_6,0x640E00D,m/mtl_mp_pants_10z,none,s1_cao_image_pants_11_7,LOOT_ATLAS_PANTS_7,
mp_pants_f_12a_k,pants4_1,0x640200D,m/mtl_mp_pants_10j,none,s1_cao_image_pants_11_1,LOOT_ATLAS_PANTS_1,
mp_pants_f_12a_k,pants4_2,0x640400D,m/mtl_mp_pants_10n_s,none,s1_cao_image_pants_11_2,LOOT_ATLAS_PANTS_2,
mp_pants_f_12a_k,pants4_3,0x640600D,m/mtl_mp_pants_10m_s,none,s1_cao_image_pants_11_3,LOOT_ATLAS_PANTS_3,
mp_pants_f_12a_k,pants4_4,0x640A00D,m/mtl_mp_pants_10c,none,s1_cao_image_pants_11_5,LOOT_ATLAS_PANTS_5,
mp_pants_f_12a_k,pants4_5,0x640C00D,m/mtl_mp_pants_10s,none,s1_cao_image_pants_11_6,LOOT_ATLAS_PANTS_6,
mp_pants_f_12a_k,pants4_6,0x640E00D,m/mtl_mp_pants_10z,none,s1_cao_image_pants_11_7,LOOT_ATLAS_PANTS_7,
mp_pants_m_10a_s,pants4_1,0x640200D,m/mtl_mp_pants_10j,none,s1_cao_image_pants_11_1,LOOT_ATLAS_PANTS_1,
mp_pants_m_10a_s,pants4_2,0x640400D,m/mtl_mp_pants_10n_s,none,s1_cao_image_pants_11_2,LOOT_ATLAS_PANTS_2,
mp_pants_m_10a_s,pants4_3,0x640600D,m/mtl_mp_pants_10m_s,none,s1_cao_image_pants_11_3,LOOT_ATLAS_PANTS_3,
mp_pants_m_10a_s,pants4_4,0x640A00D,m/mtl_mp_pants_10c,none,s1_cao_image_pants_11_5,LOOT_ATLAS_PANTS_5,
mp_pants_m_10a_s,pants4_5,0x640C00D,m/mtl_mp_pants_10s,none,s1_cao_image_pants_11_6,LOOT_ATLAS_PANTS_6,
mp_pants_m_10a_s,pants4_6,0x640E00D,m/mtl_mp_pants_10z,none,s1_cao_image_pants_11_7,LOOT_ATLAS_PANTS_7,
mp_pants_m_11a_p,pants4_1,0x640200D,m/mtl_mp_pants_10j,none,s1_cao_image_pants_11_1,LOOT_ATLAS_PANTS_1,
mp_pants_m_11a_p,pants4_2,0x640400D,m/mtl_mp_pants_10n_s,none,s1_cao_image_pants_11_2,LOOT_ATLAS_PANTS_2,
mp_pants_m_11a_p,pants4_3,0x640600D,m/mtl_mp_pants_10m_s,none,s1_cao_image_pants_11_3,LOOT_ATLAS_PANTS_3,
mp_pants_m_11a_p,pants4_4,0x640A00D,m/mtl_mp_pants_10c,none,s1_cao_image_pants_11_5,LOOT_ATLAS_PANTS_5,
mp_pants_m_11a_p,pants4_5,0x640C00D,m/mtl_mp_pants_10s,none,s1_cao_image_pants_11_6,LOOT_ATLAS_PANTS_6,
mp_pants_m_11a_p,pants4_6,0x640E00D,m/mtl_mp_pants_10z,none,s1_cao_image_pants_11_7,LOOT_ATLAS_PANTS_7,
mp_pants_m_12a_k,pants4_1,0x640200D,m/mtl_mp_pants_10j,none,s1_cao_image_pants_11_1,LOOT_ATLAS_PANTS_1,
mp_pants_m_12a_k,pants4_2,0x640400D,m/mtl_mp_pants_10n_s,none,s1_cao_image_pants_11_2,LOOT_ATLAS_PANTS_2,
mp_pants_m_12a_k,pants4_3,0x640600D,m/mtl_mp_pants_10m_s,none,s1_cao_image_pants_11_3,LOOT_ATLAS_PANTS_3,
mp_pants_m_12a_k,pants4_4,0x640A00D,m/mtl_mp_pants_10c,none,s1_cao_image_pants_11_5,LOOT_ATLAS_PANTS_5,
mp_pants_m_12a_k,pants4_5,0x640C00D,m/mtl_mp_pants_10s,none,s1_cao_image_pants_11_6,LOOT_ATLAS_PANTS_6,
mp_pants_m_12a_k,pants4_6,0x640E00D,m/mtl_mp_pants_10z,none,s1_cao_image_pants_11_7,LOOT_ATLAS_PANTS_7,
mp_pants_f_76a_k,pants16_1,0x640200E,m/mtl_mp_pants_76gm,,s1_cao_image_pants_76_1,LOOT_BLOODSHED_PANTS_1,
mp_pants_f_76a_k,pants16_2,0x640400E,m/mtl_mp_pants_76mp,,s1_cao_image_pants_76_2,LOOT_BLOODSHED_PANTS_2,
mp_pants_f_76a_p,pants16_1,0x640200E,m/mtl_mp_pants_76gm,,s1_cao_image_pants_76_1,LOOT_BLOODSHED_PANTS_1,
mp_pants_f_76a_p,pants16_2,0x640400E,m/mtl_mp_pants_76mp,,s1_cao_image_pants_76_2,LOOT_BLOODSHED_PANTS_2,
mp_pants_f_76a_s,pants16_1,0x640200E,m/mtl_mp_pants_76gm,,s1_cao_image_pants_76_1,LOOT_BLOODSHED_PANTS_1,
mp_pants_f_76a_s,pants16_2,0x640400E,m/mtl_mp_pants_76mp,,s1_cao_image_pants_76_2,LOOT_BLOODSHED_PANTS_2,
mp_pants_m_76a_k,pants16_1,0x640200E,m/mtl_mp_pants_76gm,,s1_cao_image_pants_76_1,LOOT_BLOODSHED_PANTS_1,
mp_pants_m_76a_k,pants16_2,0x640400E,m/mtl_mp_pants_76mp,,s1_cao_image_pants_76_2,LOOT_BLOODSHED_PANTS_2,
mp_pants_m_76a_p,pants16_1,0x640200E,m/mtl_mp_pants_76gm,,s1_cao_image_pants_76_1,LOOT_BLOODSHED_PANTS_1,
mp_pants_m_76a_p,pants16_2,0x640400E,m/mtl_mp_pants_76mp,,s1_cao_image_pants_76_2,LOOT_BLOODSHED_PANTS_2,
mp_pants_m_76a_s,pants16_1,0x640200E,m/mtl_mp_pants_76gm,,s1_cao_image_pants_76_1,LOOT_BLOODSHED_PANTS_1,
mp_pants_m_76a_s,pants16_2,0x640400E,m/mtl_mp_pants_76mp,,s1_cao_image_pants_76_2,LOOT_BLOODSHED_PANTS_2,
mp_pants_f_10w_s,pants17_1,0x640200F,m/mtl_mp_pants_10k,none,s1_cao_image_pants_10_1,LOOT_ATLAS_CHALLENGE_PANTS_1,
mp_pants_f_10w_s,pants17_2,0x640400F,m/mtl_mp_pants_11_lady,none,s1_cao_image_pants_10_2,LOOT_ATLAS_CHALLENGE_PANTS_2,
mp_pants_f_10w_s,pants17_3,0x640600F,m/mtl_mp_pants_10_enlighten,none,s1_cao_image_pants_10_3,LOOT_ATLAS_CHALLENGE_PANTS_3,
mp_pants_f_10w_s,pants17_4,0x640800F,m/mtl_mp_pants_10xr,none,s1_cao_image_pants_10_4,LOOT_ATLAS_CHALLENGE_PANTS_4,
mp_pants_f_11w_p,pants17_1,0x640200F,m/mtl_mp_pants_10k,none,s1_cao_image_none_1,LOOT_ATLAS_CHALLENGE_PANTS_1,
mp_pants_f_11w_p,pants17_2,0x640400F,m/mtl_mp_pants_11_lady,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_2,
mp_pants_f_11w_p,pants17_3,0x640600F,m/mtl_mp_pants_10_enlighten,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_3,
mp_pants_f_11w_p,pants17_4,0x640800F,m/mtl_mp_pants_10xr,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_4,
mp_pants_f_12w_k,pants17_1,0x640200F,m/mtl_mp_pants_10k,none,s1_cao_image_none_1,LOOT_ATLAS_CHALLENGE_PANTS_1,
mp_pants_f_12w_k,pants17_2,0x640400F,m/mtl_mp_pants_11_lady,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_2,
mp_pants_f_12w_k,pants17_3,0x640600F,m/mtl_mp_pants_10_enlighten,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_3,
mp_pants_f_12w_k,pants17_4,0x640800F,m/mtl_mp_pants_10xr,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_4,
mp_pants_m_10w_s,pants17_1,0x640200F,m/mtl_mp_pants_10k,none,s1_cao_image_none_1,LOOT_ATLAS_CHALLENGE_PANTS_1,
mp_pants_m_10w_s,pants17_2,0x640400F,m/mtl_mp_pants_11_lady,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_2,
mp_pants_m_10w_s,pants17_3,0x640600F,m/mtl_mp_pants_10_enlighten,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_3,
mp_pants_m_10w_s,pants17_4,0x640800F,m/mtl_mp_pants_10xr,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_4,
mp_pants_m_11w_p,pants17_1,0x640200F,m/mtl_mp_pants_10k,none,s1_cao_image_none_1,LOOT_ATLAS_CHALLENGE_PANTS_1,
mp_pants_m_11w_p,pants17_2,0x640400F,m/mtl_mp_pants_11_lady,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_2,
mp_pants_m_11w_p,pants17_3,0x640600F,m/mtl_mp_pants_10_enlighten,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_3,
mp_pants_m_11w_p,pants17_4,0x640800F,m/mtl_mp_pants_10xr,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_4,
mp_pants_m_12w_k,pants17_1,0x640200F,m/mtl_mp_pants_10k,none,s1_cao_image_none_1,LOOT_ATLAS_CHALLENGE_PANTS_1,
mp_pants_m_12w_k,pants17_2,0x640400F,m/mtl_mp_pants_11_lady,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_2,
mp_pants_m_12w_k,pants17_3,0x640600F,m/mtl_mp_pants_10_enlighten,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_3,
mp_pants_m_12w_k,pants17_4,0x640800F,m/mtl_mp_pants_10xr,none,s1_cao_image_pending,LOOT_ATLAS_CHALLENGE_PANTS_4,
mp_pants_m_01x_k,pants18_1,0x6402010,m/mtl_mp_pants_01g,,s1_cao_image_pants_01x_1,LOOT_ZOMBIE_PANTS_1,
mp_pants_m_01x_k,pants18_2,0x6404010,m/mtl_mp_pants_01b_k,,s1_cao_image_pants_01x_2,LOOT_ZOMBIE_PANTS_2,
mp_pants_m_01x_k,pants18_3,0x6406010,m/mtl_mp_pants_03tom,,s1_cao_image_pants_01x_3,LOOT_ZOMBIE_PANTS_3,
mp_pants_m_01x_k,pants18_4,0x6408010,m/mtl_mp_pants_03sur,,s1_cao_image_pants_01x_4,LOOT_ZOMBIE_PANTS_4,
mp_pants_m_01x_k,pants18_5,0x640A010,m/mtl_mp_pants_01voo,,s1_cao_image_pants_01x_5,LOOT_ZOMBIE_PANTS_5,
mp_pants_m_01x_k,pants18_6,0x640C010,m/mtl_mp_pants_01rob,,s1_cao_image_pants_01x_6,LOOT_ZOMBIE_PANTS_6,
mp_pants_m_01x_k,pants18_7,0x640E010,m/mtl_mp_pants_01bik,,s1_cao_image_pants_01x_7,LOOT_ZOMBIE_PANTS_7,
mp_pants_f_01x_k,pants18_1,0x6402010,m/mtl_mp_pants_01g,,s1_cao_image_pants_01x_1,LOOT_ZOMBIE_PANTS_1,
mp_pants_f_01x_k,pants18_2,0x6404010,m/mtl_mp_pants_01b_k,,s1_cao_image_pants_01x_2,LOOT_ZOMBIE_PANTS_2,
mp_pants_f_01x_k,pants18_3,0x6406010,m/mtl_mp_pants_03tom,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_3,
mp_pants_f_01x_k,pants18_4,0x6408010,m/mtl_mp_pants_03sur,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_4,
mp_pants_f_01x_k,pants18_5,0x640A010,m/mtl_mp_pants_01voo,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_5,
mp_pants_f_01x_k,pants18_6,0x640C010,m/mtl_mp_pants_01rob,,s1_cao_image_pants_01x_6,LOOT_ZOMBIE_PANTS_6,
mp_pants_f_01x_k,pants18_7,0x640E010,m/mtl_mp_pants_01bik,,s1_cao_image_pants_01x_7,LOOT_ZOMBIE_PANTS_7,
mp_pants_f_03x_p,pants18_1,0x6402010,m/mtl_mp_pants_01g,,s1_cao_image_pants_01x_1,LOOT_ZOMBIE_PANTS_1,
mp_pants_f_03x_p,pants18_2,0x6404010,m/mtl_mp_pants_01b_k,,s1_cao_image_pants_01x_2,LOOT_ZOMBIE_PANTS_2,
mp_pants_f_03x_p,pants18_3,0x6406010,m/mtl_mp_pants_03tom,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_3,
mp_pants_f_03x_p,pants18_4,0x6408010,m/mtl_mp_pants_03sur,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_4,
mp_pants_f_03x_p,pants18_5,0x640A010,m/mtl_mp_pants_01voo,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_5,
mp_pants_f_03x_p,pants18_6,0x640C010,m/mtl_mp_pants_01rob,,s1_cao_image_pants_01x_6,LOOT_ZOMBIE_PANTS_6,
mp_pants_f_03x_p,pants18_7,0x640E010,m/mtl_mp_pants_01bik,,s1_cao_image_pants_01x_7,LOOT_ZOMBIE_PANTS_7,
mp_pants_f_07x_s,pants18_1,0x6402010,m/mtl_mp_pants_01g,,s1_cao_image_pants_01x_1,LOOT_ZOMBIE_PANTS_1,
mp_pants_f_07x_s,pants18_2,0x6404010,m/mtl_mp_pants_01b_k,,s1_cao_image_pants_01x_2,LOOT_ZOMBIE_PANTS_2,
mp_pants_f_07x_s,pants18_3,0x6406010,m/mtl_mp_pants_03tom,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_3,
mp_pants_f_07x_s,pants18_4,0x6408010,m/mtl_mp_pants_03sur,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_4,
mp_pants_f_07x_s,pants18_5,0x640A010,m/mtl_mp_pants_01voo,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_5,
mp_pants_f_07x_s,pants18_6,0x640C010,m/mtl_mp_pants_01rob,,s1_cao_image_pants_01x_6,LOOT_ZOMBIE_PANTS_6,
mp_pants_f_07x_s,pants18_7,0x640E010,m/mtl_mp_pants_01bik,,s1_cao_image_pants_01x_7,LOOT_ZOMBIE_PANTS_7,
mp_pants_m_03x_p,pants18_1,0x6402010,m/mtl_mp_pants_01g,,s1_cao_image_pants_01x_1,LOOT_ZOMBIE_PANTS_1,
mp_pants_m_03x_p,pants18_2,0x6404010,m/mtl_mp_pants_01b_k,,s1_cao_image_pants_01x_2,LOOT_ZOMBIE_PANTS_2,
mp_pants_m_03x_p,pants18_3,0x6406010,m/mtl_mp_pants_03tom,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_3,
mp_pants_m_03x_p,pants18_4,0x6408010,m/mtl_mp_pants_03sur,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_4,
mp_pants_m_03x_p,pants18_5,0x640A010,m/mtl_mp_pants_01voo,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_5,
mp_pants_m_03x_p,pants18_6,0x640C010,m/mtl_mp_pants_01rob,,s1_cao_image_pants_01x_6,LOOT_ZOMBIE_PANTS_6,
mp_pants_m_03x_p,pants18_7,0x640E010,m/mtl_mp_pants_01bik,,s1_cao_image_pants_01x_7,LOOT_ZOMBIE_PANTS_7,
mp_pants_m_07x_s,pants18_1,0x6402010,m/mtl_mp_pants_01g,,s1_cao_image_pants_01x_1,LOOT_ZOMBIE_PANTS_1,
mp_pants_m_07x_s,pants18_2,0x6404010,m/mtl_mp_pants_01b_k,,s1_cao_image_pants_01x_2,LOOT_ZOMBIE_PANTS_2,
mp_pants_m_07x_s,pants18_3,0x6406010,m/mtl_mp_pants_03tom,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_3,
mp_pants_m_07x_s,pants18_4,0x6408010,m/mtl_mp_pants_03sur,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_4,
mp_pants_m_07x_s,pants18_5,0x640A010,m/mtl_mp_pants_01voo,,s1_cao_image_pending,LOOT_ZOMBIE_PANTS_5,
mp_pants_m_07x_s,pants18_6,0x640C010,m/mtl_mp_pants_01rob,,s1_cao_image_pants_01x_6,LOOT_ZOMBIE_PANTS_6,
mp_pants_m_07x_s,pants18_7,0x640E010,m/mtl_mp_pants_01bik,,s1_cao_image_pants_01x_7,LOOT_ZOMBIE_PANTS_7,
mp_pants_f_16di_s,pants20_1,0x6402012,m/mtl_mp_pants_17wh,,s1_cao_image_pants_17g_1,LOOT_IMMORTAL_PANTS_1,
mp_pants_f_16di_s,pants20_2,0x6404012,m/mtl_mp_pants_17_arctic,,s1_cao_image_pants_17g_2,LOOT_IMMORTAL_PANTS_2,
mp_pants_f_16di_s,pants20_3,0x6406012,m/mtl_mp_pants_17d,,s1_cao_image_pants_17g_3,LOOT_IMMORTAL_PANTS_3,
