col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43
ch_longshot_iw5_hbra3,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_hbra3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,93,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_headshot_iw5_hbra3,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_hbra3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,94,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_strafe_iw5_hbra3,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_hbra3,0,,,40,3000,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_triple_iw5_hbra3,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_hbra3,0,,,10,3000,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_dodge_iw5_hbra3,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_hbra3,0,,,40,3000,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_barebone_iw5_hbra3,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_hbra3,0,,,200,3000,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_noperk_iw5_hbra3,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_hbra3,0,,,150,3000,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,ch_mastery_iw5_hbra3,
ch_mastery_iw5_hbra3,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_hbra3,0,,,7,5000,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,ch_camo_mastery_ar,
ch_longshot_iw5_himar,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_himar,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,102,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_headshot_iw5_himar,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_himar,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,103,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_strafe_iw5_himar,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_himar,0,,,40,3000,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_triple_iw5_himar,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_himar,0,,,10,3000,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_dodge_iw5_himar,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_himar,0,,,40,3000,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_barebone_iw5_himar,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_himar,0,,,200,3000,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_noperk_iw5_himar,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_himar,0,,,150,3000,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,ch_mastery_iw5_himar,
ch_mastery_iw5_himar,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_himar,0,,,7,5000,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,ch_camo_mastery_ar,
ch_longshot_iw5_arx160,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_arx160,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,111,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_headshot_iw5_arx160,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_arx160,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,112,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_strafe_iw5_arx160,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_arx160,0,,,40,3000,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_triple_iw5_arx160,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_arx160,0,,,10,3000,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_dodge_iw5_arx160,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_arx160,0,,,40,3000,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_barebone_iw5_arx160,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_arx160,0,,,200,3000,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_noperk_iw5_arx160,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_arx160,0,,,150,3000,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,ch_mastery_iw5_arx160,
ch_mastery_iw5_arx160,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_arx160,0,,,7,5000,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,ch_camo_mastery_ar,
ch_hip_iw5_sn6,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_sn6,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,120,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_headshot_iw5_sn6,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_sn6,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,121,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_dogfight_iw5_sn6,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_sn6,0,,,10,3000,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_double_iw5_sn6,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_sn6,0,,,20,3000,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_slide_iw5_sn6,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_sn6,0,,,40,3000,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_barebone_iw5_sn6,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_sn6,0,,,200,3000,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_noperk_iw5_sn6,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_sn6,0,,,150,3000,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,ch_mastery_iw5_sn6,
ch_mastery_iw5_sn6,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_sn6,0,,,7,5000,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,ch_camo_mastery_smg,
ch_hip_iw5_hmr9,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_hmr9,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,129,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_headshot_iw5_hmr9,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_hmr9,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,130,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_dogfight_iw5_hmr9,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_hmr9,0,,,10,3000,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_double_iw5_hmr9,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_hmr9,0,,,20,3000,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_slide_iw5_hmr9,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_hmr9,0,,,40,3000,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_barebone_iw5_hmr9,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_hmr9,0,,,200,3000,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_noperk_iw5_hmr9,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_hmr9,0,,,150,3000,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,ch_mastery_iw5_hmr9,
ch_mastery_iw5_hmr9,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_hmr9,0,,,7,5000,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,ch_camo_mastery_smg,
ch_hip_iw5_mp11,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_mp11,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,138,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_headshot_iw5_mp11,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_mp11,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,139,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_dogfight_iw5_mp11,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_mp11,0,,,10,3000,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_double_iw5_mp11,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_mp11,0,,,20,3000,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_slide_iw5_mp11,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_mp11,0,,,40,3000,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_barebone_iw5_mp11,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_mp11,0,,,200,3000,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_noperk_iw5_mp11,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_mp11,0,,,150,3000,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,ch_mastery_iw5_mp11,
ch_mastery_iw5_mp11,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_mp11,0,,,7,5000,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,ch_camo_mastery_smg,
ch_hip_iw5_sac3,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_sac3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,147,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_headshot_iw5_sac3,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_sac3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,148,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_dogfight_iw5_sac3,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_sac3,0,,,10,3000,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_double_iw5_sac3,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_sac3,0,,,20,3000,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_slide_iw5_sac3,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_sac3,0,,,40,3000,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_barebone_iw5_sac3,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_sac3,0,,,200,3000,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_noperk_iw5_sac3,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_sac3,0,,,150,3000,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,ch_mastery_iw5_sac3,
ch_mastery_iw5_sac3,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_sac3,0,,,7,5000,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,ch_camo_mastery_smg,
ch_hip_iw5_asm1,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_asm1,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,156,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_headshot_iw5_asm1,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_asm1,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,157,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_dogfight_iw5_asm1,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_asm1,0,,,10,3000,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_double_iw5_asm1,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_asm1,0,,,20,3000,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_slide_iw5_asm1,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_asm1,0,,,40,3000,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_barebone_iw5_asm1,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_asm1,0,,,200,3000,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_noperk_iw5_asm1,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_asm1,0,,,150,3000,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,ch_mastery_iw5_asm1,
ch_mastery_iw5_asm1,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_asm1,0,,,7,5000,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,ch_camo_mastery_smg,
ch_hip_iw5_kf5,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_kf5,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,165,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_headshot_iw5_kf5,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_kf5,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,166,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_dogfight_iw5_kf5,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_kf5,0,,,10,3000,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_double_iw5_kf5,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_kf5,0,,,20,3000,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_slide_iw5_kf5,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_kf5,0,,,40,3000,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_barebone_iw5_kf5,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_kf5,0,,,200,3000,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_noperk_iw5_kf5,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_kf5,0,,,150,3000,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,ch_mastery_iw5_kf5,
ch_mastery_iw5_kf5,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_kf5,0,,,7,5000,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,ch_camo_mastery_smg,
ch_hip_iw5_maul,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_maul,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,174,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_headshot_iw5_maul,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_maul,0,,,5,500,10,1000,20,1500,30,2500,40,5000,,,,,,,,,175,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_dogfight_iw5_maul,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_maul,0,,,10,3000,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_double_iw5_maul,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_maul,0,,,20,3000,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_slide_iw5_maul,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_maul,0,,,40,3000,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_barebone_iw5_maul,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_maul,0,,,200,3000,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_noperk_iw5_maul,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_maul,0,,,150,3000,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,ch_mastery_iw5_maul,
ch_mastery_iw5_maul,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_maul,0,,,7,5000,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,ch_camo_mastery_shotgun,
ch_hip_iw5_rhino,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_rhino,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,183,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_headshot_iw5_rhino,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_rhino,0,,,5,500,10,1000,20,1500,30,2500,40,5000,,,,,,,,,184,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_dogfight_iw5_rhino,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_rhino,0,,,10,3000,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_double_iw5_rhino,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_rhino,0,,,20,3000,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_slide_iw5_rhino,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_rhino,0,,,40,3000,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_barebone_iw5_rhino,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_rhino,0,,,200,3000,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_noperk_iw5_rhino,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_rhino,0,,,150,3000,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,ch_mastery_iw5_rhino,
ch_mastery_iw5_rhino,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_rhino,0,,,7,5000,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,ch_camo_mastery_shotgun,
ch_hip_iw5_uts19,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_uts19,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,192,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_headshot_iw5_uts19,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_uts19,0,,,5,500,10,1000,20,1500,30,2500,40,5000,,,,,,,,,193,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_dogfight_iw5_uts19,CHALLENGE_CAMO_AIRTOAIR,CHALLENGE_CAMO_AIRTOAIR_DESC,,1,challenge_iw5_uts19,0,,,10,3000,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_double_iw5_uts19,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_uts19,0,,,20,3000,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_slide_iw5_uts19,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_uts19,0,,,40,3000,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_barebone_iw5_uts19,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_uts19,0,,,200,3000,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_noperk_iw5_uts19,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_uts19,0,,,150,3000,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,ch_mastery_iw5_uts19,
ch_mastery_iw5_uts19,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_uts19,0,,,7,5000,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,ch_camo_mastery_shotgun,
ch_longshot_iw5_mors,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_mors,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,201,,,,,,,,,,,,,,,ch_mastery_iw5_mors,
ch_headshot_iw5_mors,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_mors,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,202,,,,,,,,,,,,,,,ch_mastery_iw5_mors,
ch_blood_iw5_mors,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_mors,0,,,5,1500,15,3000,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,ch_mastery_iw5_mors,
ch_double_iw5_mors,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_mors,0,,,5,3000,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,ch_mastery_iw5_mors,
ch_barebone_iw5_mors,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_mors,0,,,125,3000,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,ch_mastery_iw5_mors,
ch_noperk_iw5_mors,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_mors,0,,,100,3000,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,ch_mastery_iw5_mors,
ch_mastery_iw5_mors,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_mors,0,,,6,5000,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,ch_camo_mastery_sniper,
ch_longshot_iw5_gm6,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_gm6,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,210,,,,,,,,,,,,,,,ch_mastery_iw5_gm6,
