name,soundevent,secondaryaliasname,sequence,playbackPercentage,probability,loadspec,platform,context,file,loop,spl,vol_min,vol_max,vol_mod,masterpriority,masterpercent,slavepercent,priority,poly,pitch_min,pitch_max,dist_min,dist_max,volumefalloffcurve,shape,occlusionshape,lpfcurve,reverbSendCurve,dopplerpreset,spatialize,speakermap,dsp_bus,reverb,reverbwetmixoverride,chainaliasname,focusPercentage,startdelay,lfe percentage,center percentage,smartpanDistance2d,smartpanDistance3d,smartpanAttenuation3d,velocity_min,stereo3dAngle,stereo3dStart,stereo3dEnd,pausable,subtitle,misc
exp_remote_missile,,,27,,,ny_manhattan,,,null.wav,,,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,0.95,1.1,3500,15000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile,,,28,,,ny_manhattan,,,null.wav,,,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,0.95,1.1,3500,15000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile,,,29,,,ny_manhattan,,,null.wav,,,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,0.95,1.1,3500,15000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile,,,30,,,ny_manhattan,,,null.wav,,,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,0.95,1.1,3500,15000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile_dist_sub,,,16,,,ny_manhattan,,,mw3/explosions/exp_underground_low01.wav,,explo_4,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,1.1,1.2,3500,9000,,,,,,,,,weapons,,,,,100,0.5,,,,,,,,,,,
exp_remote_missile_dist_sub,,,17,,,ny_manhattan,,,mw3/explosions/exp_underground_low02.wav,,explo_4,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,1.1,1.2,3500,9000,,,,,,,,,weapons,,,,,100,0.5,,,,,,,,,,,
exp_remote_missile_dist_sub,,,18,,,ny_manhattan,,,mw3/explosions/exp_underground_low03.wav,,explo_4,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,5,,1.1,1.2,3500,9000,,,,,,,,,weapons,,,,,100,0.5,,,,,,,,,,,
exp_remote_missile_debris,,,16,,,ny_manhattan,,,mw3/explosions/exp_105mm_crack_debris1.wav,,debris_5,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,6,unrestricted,0.9,1.05,3500,9000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile_debris,,,17,,,ny_manhattan,,,mw3/explosions/exp_105mm_crack_debris2.wav,,debris_5,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,6,unrestricted,0.9,1.05,3500,9000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile_debris,,,18,,,ny_manhattan,,,mw3/explosions/exp_105mm_crack_debris3.wav,,debris_5,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,6,unrestricted,0.9,1.05,3500,9000,,,,,,,,,weapons,,,,,,0.5,,,,,,,,,,,
exp_remote_missile_boom,,,16,,,ny_manhattan,,,mw3/explosions/exp_building_big_hit1.wav,,explo_4,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,6,unrestricted,1,1.1,3500,9000,,,,,,,,,weapons,,,,,,0.7,,,,,,,,,,,
exp_remote_missile_boom,,,17,,,ny_manhattan,,,mw3/explosions/exp_building_big_hit2.wav,,explo_4,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,6,unrestricted,1,1.1,3500,9000,,,,,,,,,weapons,,,,,,0.7,,,,,,,,,,,
exp_remote_missile_boom,,,18,,,ny_manhattan,,,mw3/explosions/exp_building_big_hit3.wav,,explo_4,0.45,0.45,mw3_DEPRECATED_MAX,50,,0.97,6,unrestricted,1,1.1,3500,9000,,,,,,,,,weapons,,,,,,0.7,,,,,,,,,,,
move_remotemissile_proj_loop1,,,3,,,ny_manhattan,,,mw3/weapons/javelin/move_05_proj_loop1_stereo.wav,rlooping,wpn_3,0.4455,0.4455,mw3_DEPRECATED_MAX,50,,0.95,,unrestricted,1,1,360,10000,,,,,,,,,weapons,,,,,,0.2,,,,,,,,,,,
move_remotemissile_proj_loop2,,,3,,,ny_manhattan,,,mw3/weapons/javelin/weap_rpg_loop_trail2_stereo.wav,rlooping,wpn_3,0.4455,0.4455,mw3_DEPRECATED_MAX,50,,0.95,,unrestricted,1,1,1000,10000,,,,,,,,,weapons,,,,,,0.2,,,,,,,,,,,
move_remotemissile_proj_flame,,,3,,,ny_manhattan,,,mw3/weapons/rpg7/weap_rpg_trail_loop_flamehiss2.wav,rlooping,wpn_3,0.4455,0.4455,mw3_DEPRECATED_MAX,50,,0.95,,unrestricted,1.1,1.1,120,4500,weapon2,,,,,,,,weapons,,,,,,,,,,,,,,,,,
remote_missile_clu_aquiring_lock,,,3,,,ny_manhattan,,,null.wav,,,0.3465,0.3465,mw3_DEPRECATED_na,50,,,5,,,,360,6000,,,,,,,,,weapons,,,,,,,,,,,,,,,,,
remote_missile_clu_lock,,,3,,,ny_manhattan,,,null.wav,,,0.3465,0.3465,mw3_DEPRECATED_na,50,,,5,,,,360,6000,,,,,,,,,weapons,,,,,,,,,,,,,,,,,
remote_missile_fire,,,3,,,ny_manhattan,,,null.wav,,,0.28,0.28,mw3_DEPRECATED_na,50,,,5,,1,1,7,6000,,,,,,,,,weapons,,,,,,,,,,,,,,,,,
remote_missile_ignition,,remote_missile_ignition_dist,3,,,ny_manhattan,,,null.wav,,,0.28,0.28,mw3_DEPRECATED_na,50,,,5,,0.95,1.05,7,6000,weapon2,,,,,,,,weapons,,,,,,,,,,,,,,,,,
remote_missile_ignition_dist,,,3,,,ny_manhattan,,,null.wav,,,0.315,0.315,mw3_DEPRECATED_na,50,,,5,,0.95,1.05,5000,25000,weapon2,donut,,,,,,,weapons,,,,,,,,,,,,,,,,,
